"Rank","Team","Wins","Losses","Rating","City","State"
1,"Surly",6,0,0.510590034799134,"Minneapolis","MN"
2,"Johnny Walker",15,2,0.506870600787985,"Denver/Boulder","CO"
3,"No Country",15,2,0.20899303713831,"Brattleboro","VT"
4,"Shadows",9,2,0.167082532758395,"Oakland","CA"
5,"Endless Sunset",10,8,0.135909462442905,"San Diego","CA"
6,"Reckon",9,3,0.0791391231891708,"GA/TN/etc","GA"
7,"ShutDown",5,2,0.0458783047139782,"Washington","DC"
8,"Kalakala",9,7,0.0397183460157926,"Seattle","WA"
9,"Hootenanny",11,9,0.0373310157170433,"Raleigh","NC"
10,"Old Man Winter",7,4,0.0290907327279479,"chicago","IL"
11,"Bighorn",7,5,0.0234839373903608,"Boulder","CO"
12,"projectile dysfunction team HELM",6,5,0.0197863518503203,"columbus","OH"
13,"Critical Mass",3,8,0.00769792020883685,"Northampton","MA"
14,"GrandMaster Flash",8,13,0.00602753800032382,"Orlando","FL"
15,"Sick Hammers",3,7,0.00410557083824289,"Austin","TX"
16,"DinoSlam",1,1,0.00354754074705486,"Portland","OR"
17,"Moscow State",2,3,0.00325565727263935,"New York","NY"
18,"Age Against the Machine",2,3,0.00299862314142641,"Cincinnati","OH"
19,"Borderline",4,4,0.00278142769764016,"Maritimes","Nova Scotia"
20,"Rust",2,4,0.00157981316422015,"Birmingham","AL"
21,"Goatswitcher",0,5,0.00147210869075114,"Montgomery","AL"
22,"Old Growth (OG)",2,10,0.000776983767424288,"Silicon Valley","CA"
23,"Brooklyn",0,4,0.000311944498734296,"Brooklyn, USA","NY"
24,"Grandmasters of the Universe",1,5,4.48001869517803e-06,"Winnipeg","Manitoba"
25,"Big D N R",0,4,0,"Dallas","TX"
25,"Cal Grand Masters",0,5,0,"San Diego","CA"
25,"Legion",0,2,0,"Vancouver","British Columbia"
25,"Rust Belt",0,4,0,"Greater Detroit","MI"
