"Rank","Team","Wins","Losses","Rating","City","State"
1,"Surly C.O.U.G.A.R.S.",11,0,8.46375335718137,"Minneapolis","MN"
2,"iRot",7,2,3.17265017741989,"Seattle","WA"
3,"Ripe",7,1,2.88705424936561,"Raleigh","NC"
4,"Lame Duck",8,3,2.26433819035523,"Washington","DC"
5,"Molly Grey",5,1,1.83347336902609,"Denver","CO"
6,"PUMAS",6,7,0.678051758424176,"Ames","IA"
7,"BKFT",4,2,0.628902600262406,"Santa Cruz","CA"
8,"Loose Cannon",7,4,0.508260276190236,"Philadelphia","PA"
9,"ZENITH",6,5,0.18551984381559,"Baltimore","MD"
10,"Winnipeg Mint",2,4,0.108446756361159,"Winnipeg","Manitoba"
11,"G.O.S.E.",1,10,0.0859646002533913,"Minneapolis","MN"
12,"Seattle Mint",4,5,0.082509850678018,"Seattle","WA"
13,"Atlantiques",3,6,0.0235955671511359,"Atlanta","GA"
14,"I Thought This Was A Wine Tasting",2,4,0.0219131703693435,"New York","NY"
15,"BizNasty",2,4,0.0194896157596371,"San Francisco","CA"
16,"Hot Flash",2,5,0.0176166160402666,"Great Lakes","OH"
17,"Vermont Women's Tapped",1,5,0.0170801436181256,"Burlington","VT"
18,"Restless",0,2,0.0013798577281366,"Florida","FL"
19,"DC MadDames",1,3,0,"Washington","DC"
19,"First Ladies",0,4,0,"Washington","DC"
19,"Portland Ho Bags",0,2,0,"Portland","OR"
