"Rank","Team","Wins","Losses","Rating","City","State"
1,"Surly",6,0,0.326167557764397,"Minneapolis","MN"
2,"Johnny Walker",15,2,0.323699578015433,"Denver/Boulder","CO"
3,"No Country",15,2,0.133438484026127,"Brattleboro","VT"
4,"Shadows",9,2,0.106704285485498,"Oakland","CA"
5,"Endless Sunset",10,8,0.0868359406805763,"San Diego","CA"
6,"Reckon",9,3,0.0504102999767978,"GA/TN/etc","GA"
7,"ShutDown",5,2,0.029238679713272,"Washington","DC"
8,"Kalakala",9,7,0.0253665030369595,"Seattle","WA"
9,"Hootenanny",11,9,0.0237979451266287,"Raleigh","NC"
10,"Old Man Winter",7,4,0.0185835432358561,"chicago","IL"
11,"Bighorn",7,5,0.014973756458575,"Boulder","CO"
12,"projectile dysfunction team HELM",6,5,0.0126401552562029,"columbus","OH"
13,"Critical Mass",3,8,0.00491551703616333,"Northampton","MA"
14,"GrandMaster Flash",8,13,0.00360112696529306,"Orlando","FL"
15,"Sick Hammers",3,7,0.00260058365018469,"Austin","TX"
16,"DinoSlam",1,1,0.00226608496194474,"Portland","OR"
17,"Moscow State",2,3,0.00207900042651632,"New York","NY"
18,"Age Against the Machine",2,3,0.00191584348165378,"Cincinnati","OH"
19,"Borderline",4,4,0.00177670871260885,"Maritimes","Nova Scotia"
20,"Rust",2,4,0.00099487444846709,"Birmingham","AL"
21,"Goatswitcher",0,5,0.000927971661311874,"Montgomery","AL"
22,"Old Growth (OG)",2,10,0.000488415894347396,"Silicon Valley","CA"
23,"Brooklyn",0,4,0.000199209775318355,"Brooklyn, USA","NY"
24,"Grandmasters of the Universe",1,5,1.50480738874393e-05,"Winnipeg","Manitoba"
25,"Big D N R",0,4,0,"Dallas","TX"
25,"Cal Grand Masters",0,5,0,"San Diego","CA"
25,"Legion",0,2,0,"Vancouver","British Columbia"
25,"Rust Belt",0,4,0,"Greater Detroit","MI"
