"Rank","Team","Wins","Losses","Rating","City","State"
1,"Surly",6,0,5.5503511130434,"Minneapolis","MN"
2,"Johnny Walker",15,2,5.5012253830268,"Denver/Boulder","CO"
3,"No Country",15,2,2.26548635237484,"Brattleboro","VT"
4,"Shadows",9,2,1.81353298827275,"Oakland","CA"
5,"Endless Sunset",10,8,1.47893631138319,"San Diego","CA"
6,"Reckon",9,3,0.846651549746184,"GA/TN/etc","GA"
7,"ShutDown",5,2,0.492232937801323,"Washington","DC"
8,"Kalakala",9,7,0.431210167478601,"Seattle","WA"
9,"Hootenanny",11,9,0.401145678206306,"Raleigh","NC"
10,"Old Man Winter",7,4,0.316251635951358,"chicago","IL"
11,"Bighorn",7,5,0.252643928725605,"Boulder","CO"
12,"projectile dysfunction team HELM",6,5,0.215136963388101,"columbus","OH"
13,"Critical Mass",3,8,0.0834952839021091,"Northampton","MA"
14,"Sick Hammers",3,7,0.0425427787090889,"Austin","TX"
15,"GrandMaster Flash",8,13,0.0419574070381019,"Orlando","FL"
16,"DinoSlam",1,1,0.0385537158351629,"Portland","OR"
17,"Moscow State",2,3,0.0353214947982777,"New York","NY"
18,"Age Against the Machine",2,3,0.0326254753809425,"Cincinnati","OH"
19,"Borderline",4,4,0.0302276948564433,"Maritimes","Nova Scotia"
20,"Rust",2,4,0.0158199081607653,"Birmingham","AL"
21,"Goatswitcher",0,5,0.0148286438899508,"Montgomery","AL"
22,"Old Growth (OG)",2,10,0.00769704636302291,"Silicon Valley","CA"
23,"Brooklyn",0,4,0.00338512418876704,"Brooklyn, USA","NY"
24,"Grandmasters of the Universe",1,5,3.25284611010938e-06,"Winnipeg","Manitoba"
25,"Big D N R",0,4,0,"Dallas","TX"
25,"Cal Grand Masters",0,5,0,"San Diego","CA"
25,"Legion",0,2,0,"Vancouver","British Columbia"
25,"Rust Belt",0,4,0,"Greater Detroit","MI"
