"Rank","Team","Wins","Losses","Rating","City","State"
1,"Brute Squad",26,3,21.3572798702273,"Boston","MA"
2,"Seattle Riot",31,5,18.7578227870861,"Seattle","WA"
3,"Molly Brown",26,4,18.6059734165876,"Denver/Boulder","CO"
4,"Fury",22,6,13.6221100863398,"San Francisco","CA"
5,"Scandal",28,9,5.05444370275735,"Washington","DC"
6,"Club Deportivo Revolution",5,2,4.80142016115864,"Medellin","Colombia"
7,"Traffic",12,11,3.15212228808219,"Vancouver","BC"
8,"Ozone",21,9,2.5731368260228,"Atlanta","GA"
9,"Underground",26,17,1.919612365061,"Seattle","WA"
10,"Heist",19,17,1.84629278635206,"Madison","WI"
11,"MUD",2,5,1.81842518310412,"Edogawa-ku","Tokyo"
12,"Nightlock",18,21,1.71812992654632,"Bay Area","CA"
13,"Showdown",15,17,1.48886104714977,"Texas City","TX"
14,"Schwa",15,16,1.18356794447312,"Portland","OR"
15,"6ixers",22,7,0.96743621702311,"Toronto","Ontario"
16,"Pop",26,12,0.82674920870777,"Minneapolis","MN"
17,"Rival",18,11,0.802762018823494,"Columbus/Ann Arbor","OH"
18,"Nemesis",24,13,0.494135258715202,"Chicago","IL"
19,"Siege",23,9,0.443809697026643,"Boston","MA"
20,"LOL",13,6,0.430051992098612,"Oakland","CA"
21,"BENT",14,15,0.301503017325871,"New York","NY"
22,"Phoenix",20,6,0.278397902569607,"Durham","NC"
23,"Wildfire",11,14,0.258929812581412,"San Diego","CA"
24,"Iceni",0,7,0.239977841133868,"London","SW4 8QW"
25,"Sneaky House Hippos",8,10,0.205350536297181,"Vancouver","British Columbia"
26,"Huck the Patriarchy",5,2,0.112530835747655,"Seattle","WA"
27,"Hot Metal",20,12,0.0899780735350974,"Pittsburgh","PA"
28,"uno",2,5,0.0799926137112894,"Toyota","Aichi"
29,"Grit",18,12,0.055043771829915,"Washington","DC"
30,"Iris",10,3,0.0482460987737417,"Québec","Quebec"
31,"Elevate",18,8,0.048154612485781,"Salt Lake City","UT"
32,"Viva",9,14,0.0462588408762395,"Los Angeles","CA"
33,"Wicked",16,8,0.0431554288137929,"Kansas City","KS"
34,"Fusion",12,9,0.0431222447426875,"Winnipeg","Manitoba"
35,"FAB",18,8,0.0429517261420414,"Bay Area","CA"
36,"Green",20,4,0.0228606662815384,"Philadelphia","PA"
37,"Venus",3,4,0.0221747089409427,"Montreal","Quebec"
38,"Notorious C.L.E.",13,14,0.0205551407750566,"Cleveland","OH"
39,"Stella",4,3,0.0146043450100511,"Ottawa","Ontario"
40,"Deadly Viper Assassination Squad",8,17,0.013509808532866,"Oakland","CA"
41,"Virginia Rebellion",13,15,0.0131422363822228,"Richmond","VA"
42,"Portland Ivy",13,11,0.0127507529039845,"Portland","OR"
43,"Vice",15,15,0.0118288492644697,"Cambridge","MA"
44,"Salty",3,4,0.0101483181212111,"Halifax","Nova scotia"
45,"PPF",4,3,0.00742280012858725,"Kitchener-Waterloo","Ontario"
46,"Outbreak",17,9,0.00659064928706485,"Atlanta","GA"
47,"Phoenix Uprising",9,13,0.00626586166987619,"Phoenix","AZ"
48,"Dish",21,10,0.00591162294315785,"Chicago","IL"
49,"Pine Baroness",15,18,0.00585557715152282,"Princeton","NJ"
50,"Steel",21,14,0.00523997601843672,"Birmingham","AL"
51,"Tempo",1,6,0.00493297383158537,"Bay Area","CA"
52,"Colorado Small Batch",11,14,0.00462959809201555,"Denver","CO"
53,"Brooklyn Book Club",18,10,0.00405492088827195,"Brooklyn","NY"
54,"Zephyr",5,8,0.00396059332897918,"Vancouver","British Columbia"
55,"Tabby Rosa",20,9,0.00391787582455259,"Gainesville","FL"
56,"Maeve",11,12,0.00387161418903607,"Dallas","TX"
57,"Indy Rogue",22,12,0.00384973230092447,"Indianapolis","IN"
58,"Jackwagon",9,12,0.00369636241887299,"Boulder/Denver","CO"
59,"Backhanded",8,20,0.00301228788849772,"Baltimore/Washington","DC"
60,"Seattle Soul",7,10,0.00279369436416196,"Seattle","WA"
61,"Fiasco",16,12,0.00232240141763409,"Miami","FL"
62,"Venom",4,13,0.00219694041696294,"Tucson","AZ"
63,"Rice Crispies",4,2,0.00205244688943047,"St. Paul","MN"
64,"Helix",17,15,0.00195185917324792,"Chicago","IL"
65,"Trainwreck",3,10,0.00173368458632394,"Fort Collins","CO"
66,"Savage",6,6,0.00159175735040726,"Halifax","Nova Scotia"
67,"Seattle Beat",4,8,0.00152464833269402,"Seattle","WA"
68,"Sureshot",19,12,0.0013638160888198,"Cincinnati","OH"
69,"Queen Cake",11,12,0.00132648381696028,"New Orleans","LA"
70,"Inferno",6,16,0.000851850742761146,"Houston","TX"
71,"Further",2,5,0.000796126984857949,"Eugene","OR"
72,"Jinx",9,7,0.000745832971348097,"Portland","ME"
73,"Storm",3,4,0.000700617312261559,"Montreal","Quebec"
74,"Suffrage",9,17,0.000658464540326414,"Washington","DC"
75,"Boomslang",9,14,0.000640681732740825,"Albany","NY"
76,"Independence",5,13,0.000515949418416365,"Philadelphia","PA"
77,"MystiKuE",12,14,0.000444836018511961,"Milwaukee","WI"
78,"Broad City",10,16,0.000437587651379331,"Philadelphia","PA"
79,"Encore",6,14,0.000412556795258035,"Nashville","TN"
80,"Wendigo",1,11,0.000409142610092109,"Vancouver","British Columbia"
81,"Monsoon Ultimate",4,11,0.000397711659471509,"Flagstaff","AZ"
82,"Sparks",8,15,0.000383391807233311,"Cincinnati","OH"
83,"Snap",9,16,0.000202730738330323,"Minneapolis","MN"
84,"Crackle",11,15,0.000174694335689758,"Minneapolis","MN"
85,"Rogue",3,10,0.000120241009160522,"Chapel Hill","NC"
86,"Hoax",6,19,0.000117872808663608,"Charleston","SC"
87,"Mystik",3,3,9.59413569155041e-05,"Montréal","Québec"
88,"Lockdown",3,25,9.42635940091467e-05,"Madison","WI"
89,"Salt City Spirit",6,10,8.52338389486678e-05,"Syracuse","NY"
90,"EXO",2,4,6.25480600710434e-05,"Sherbrooke","Québec"
91,"Baywatch",2,13,5.27169618926496e-05,"New Britain","CT"
92,"Fresh Grannies",1,4,5.23022312821808e-05,"Seattle","WA"
93,"Honey Pot",5,20,4.47298987362444e-05,"Chattanooga","TN"
94,"WOLP",1,4,4.42154819557573e-05,"Northampton","MA"
95,"Autonomous",2,15,2.16401407021897e-05,"Ann Arbor/Detroit","MI"
96,"Roc Paper Scissors",2,7,2.12019685534962e-05,"Rochester","NY"
97,"Frenzy",3,21,1.17430185735127e-05,"Chicago","IL"
98,"DINO",1,18,7.9638527554061e-06,"New York","NY"
99,"Orbit",0,14,4.88747726022765e-06,"Atlanta","GA"
100,"HOPE",0,6,4.44554627198651e-06,"Providence","RI"
101,"PLOW",0,1,4.42154819557573e-06,"Northampton","MA"
102,"Filthy Gorgeous",1,6,3.11367916721928e-07,"Saint Louis","MO"
103,"BMN",0,5,0,"Boston","MA"
103,"Clemson (Tiger Alumni)",0,0,0,"Clemson","SC"
103,"PLU Alum",0,0,0,"Tacoma","WA"
103,"Temptress",0,10,0,"Dallas","TX"
