"Rank","Team","Wins","Losses","Rating","City","State"
1,"Johnny Encore",14,2,1.35615413509849,"Denver","CO"
2,"Rest Stop",6,2,0.398492760359104,"Baltimore","MD"
3,"Voltron 2020",6,2,0.392358243848847,"Seattle","WA"
4,"Boneyard",6,1,0.37955377367649,"Raleigh-Durham","NC"
5,"Black Cans & Highlands",5,4,0.238228408610844,"Washington","DC"
6,"All Bashed Out",6,3,0.174321191840651,"Albany ""Cap City Bang Bang""","NY"
7,"Surly",11,2,0.166435911228446,"MINNEAPOLIS","MN"
8,"Crawl",6,3,0.039988401029168,"Phoenix","AZ"
9,"Horse",1,1,0.0138871979119464,"New York","NY"
10,"Gravy Train Wreck",1,6,0.00621709769530989,"Seattle","WA"
11,"Pacemaker",9,3,0.00586501538501692,"Chicago","IL"
12,"Get Off My Lawn",0,2,0.00365452225408224,"Burlington","VT"
13,"Beyondors",1,1,0.00248816268587814,"Santa Barbara","CA"
14,"Surly Cynic",9,6,0.00097927694384093,"Minneapolis","MN"
15,"Naptown",6,6,0.000547382662542125,"Indianapolis","IN"
16,"s.u.r.l.y. BURNSIDE",0,2,0.000498447695175564,"Gresham","OR"
17,"Geronimo",7,6,0.000391869053796067,"Dallas/Fort Worth","TX"
18,"Young OG's",0,2,0.000355451503800399,"San Diego","CA"
19,"(burnside) TIPP CITY",2,5,0.000316747722482388,"Portland","OR"
20,"Royal Stag",5,8,0.00015106572444091,"Madison","WI"
21,"Winnipeg",4,4,8.34190410243159e-05,"Winnipeg","Manitoba"
22,"Outlaw",4,9,6.35337486331734e-05,"Fayetteville","AR"
23,"Polar Vortex",2,9,3.8869270421269e-05,"Chicago","IL"
24,"Xtra Surly",0,6,3.20339873070285e-05,"Minneapolis","MN"
25,"FoG",0,5,1.60616686468524e-06,"Cincinnati","OH"
26,"Clippers",0,2,0,"Baltimore","MD"
26,"curmudgeon",2,4,0,"Houston","TX"
26,"HOV Violators",1,1,0,"Arlington","VA"
26,"Mr Miyagi",0,5,0,"Arlington","TX"
26,"Woolly Mammoth",0,1,0,"Gainesville","FL"
