"","Team","Wins","Losses","Competition Level","Gender Division","City","State","Links","Index","Rating"
"1","Seattle Mixtape",15,3,"Club","Mixed","Seattle","WA","/teams/events/Eventteam/?TeamId=43OgrN9qDc5AXUeL6maHTHcZbsAvIoiOlhRVQ6%2ff2I8%3d",356,28.5891760564403
"2","Wild Card",25,2,"Club","Mixed","Boston","MA","/teams/events/Eventteam/?TeamId=gu%2fYz2LSyoM9EqZKG9M0h7bL9lSEVUfZxMd6hOgvJTo%3d",455,24.4815486538463
"3","Slow White",21,6,"Club","Mixed","Boston","MA","/teams/events/Eventteam/?TeamId=LWmzGXMvYrXrW3jtfmhXgt4bj4F2SgOCO33RwPHnFSk%3d",368,24.0324219042985
"4","AMP",11,3,"Club","Mixed","Philadelphia","PA","/teams/events/Eventteam/?TeamId=lNTIRTSzmYCex2yuSSF5XmYl4M150JNNkYnzuuTaIX4%3d",18,18.6779086177965
"5","BFG",13,6,"Club","Mixed","Seattle","WA","/teams/events/Eventteam/?TeamId=e4ui7ao%2bktPQVwBGYXVGP8gQKCyrfLqBgKfIgGmycCk%3d",38,15.7706659566165
"6","Tanks Obama (Team USA, WCBU Mixed)",7,0,"Beach","Mixed","San Francisco","CA","/teams/events/Eventteam/?TeamId=egrqW2WhF6AVqmThprfxl%2biOOLshkq6hxjY8kbzkv9M%3d",403,14.6457094323346
"7","Drag'n Thrust",12,7,"Club","Mixed","Minneapolis","MN","/teams/events/Eventteam/?TeamId=hN4HeqrkCpK2lIoW9etyrkYqcKRHePN3o7Zz9x0iVR8%3d",112,12.8128673851382
"8","St. Charles Preparatory School (St. Charles)",9,0,"High School","Mixed","Columbus","OH","/teams/events/Eventteam/?TeamId=63KSODft97d9KLrQIG6o9CJ18mQYBOm7JGVwAhfw0a0%3d",382,10.3297847889641
"9","Lone Peak (Lone Peak (A))",6,0,"Middle School","Mixed","Highland","UT","/teams/events/Eventteam/?TeamId=ViKnDswcg8D75T54UmFSMS%2ffzZDk9bbPWxJ6W%2b98b4M%3d",214,9.16666666666671
"10","Steamboat",10,10,"Club","Mixed","Cincinnati","OH","/teams/events/Eventteam/?TeamId=OHWapKJklngu%2f7PfJoNB%2fboOPpvlrtmF4l2gqrq6mCo%3d",387,8.02266280019394
"11","Mischief",12,8,"Club","Mixed","San Francisco Bay Area","CA","/teams/events/Eventteam/?TeamId=T4HjYDwJhLXrXlk%2fXDmUGg6j7oBV9MEQioomYvcSy7E%3d",254,7.9750978804097
"12","shame.",15,5,"Club","Mixed","Fort Collins","CO","/teams/events/Eventteam/?TeamId=miTnWsfPV6m7kAu%2bYgrmhn0MxB%2fGNsXvdfv62Dd1amM%3d",361,7.55402505126473
"13","NOISE",11,8,"Club","Mixed","Madison","WI","/teams/events/Eventteam/?TeamId=n2J%2fTkrY4OpXCwANfzXMX%2b1HAOxUBN0a2YuA4gmbVDM%3d",284,7.53727103679666
"14","Blackbird",11,7,"Club","Mixed","San Francisco","CA","/teams/events/Eventteam/?TeamId=vbKzuNLGjAFiyc88d6wXrJn4r%2bD3KuKF4L7x9eqhA3U%3d",46,7.37574390962322
"15","Pitman High School  (Taco Truck)",3,0,"High School","Mixed","Turlock","CA","/teams/events/Eventteam/?TeamId=W%2f7%2b7Yn3N5%2f1%2fRsGO9YKbuFfZNalG66EMNRVanbqOdc%3d",314,7
"16","Metro North",13,7,"Club","Mixed","Mianus","CT","/teams/events/Eventteam/?TeamId=kwhsRLdzfrOrnX4ESDiYBmQri2SJSRFrW0YGgG5O3eM%3d",245,6.07909996951952
"17","Swamp Rats",6,0,"Beach Masters","Mixed","The Great Dismal Swamp","NC","/teams/events/Eventteam/?TeamId=N6Y7TvDHyAGLSQ2u3BsYTuueYQX1%2b2F4oLnsBZ2Rsmo%3d",396,5.4892982674803
