"Rank","Team","Wins","Losses","Rating","City","State"
1,"Seattle Mixtape",24,3,25.1094660143145,"Seattle","WA"
2,"Slow White",32,6,24.2930795837548,"Boston","MA"
3,"Wild Card",40,5,22.7442414316571,"Boston","MA"
4,"AMP",21,3,18.8768648104571,"Philadelphia","PA"
5,"BFG",27,8,16.5438864364644,"Seattle","WA"
6,"Drag'n Thrust",23,9,12.0917500297465,"Minneapolis","MN"
7,"Blackbird",25,11,8.56365403969821,"San Francisco","CA"
8,"shame.",23,9,7.67457773714861,"Fort Collins","CO"
9,"Toro",31,7,7.06119851849886,"Durham","NC"
10,"Steamboat",23,14,7.05770315822275,"Cincinnati","OH"
11,"Mischief",19,13,6.99010644492895,"San Francisco Bay Area","CA"
12,"Public Enemy",17,11,6.61375999951825,"Dallas/Fort Worth","TX"
13,"Metro North",19,14,6.06795012713456,"Mianus","CT"
14,"NOISE",17,15,5.92874224817932,"Madison","WI"
15,"Love Tractor",17,14,4.86188069036722,"Denver","CO"
16,"XIST",25,7,4.82047808996815,"New York","NY"
17,"The Chad Larson Experience",17,14,4.33375873888882,"Ames","IA"
18,"Alloy",11,8,3.29173136576991,"Pittsburgh","PA"
19,"Ambiguous Grey",16,8,3.27734086815735,"Washington","DC"
20,"Polar Bears",19,8,3.2497009276219,"Berkeley","CA"
21,"7 Figures",22,5,2.72440383282737,"Los Angeles","CA"
22,"UPA",18,7,2.71142186499473,"Chicago","IL"
23,"G-Unit",15,10,2.68190720541555,"Gainesville","FL"
24,"Birdfruit",22,6,2.64870145995613,"Seattle","WA"
25,"BoyShe",25,11,2.63766297734429,"Boise","ID"
26,"No Touching!",12,14,2.51731668332757,"Twin Cities","MN"
27,"UNION",13,11,2.4605297595448,"Toronto","Ontario"
28,"Distelfink",23,6,2.15898793242601,"Lancaster","PA"
29,"Bang!",17,10,1.95637745994706,"West Chester","PA"
30,"Dub Club",19,11,1.85829399547103,"West Chester","PA"
31,"Columbus Cocktails",29,6,1.82468441396466,"Columbus","OH"
32,"Bozos",17,10,1.76830508245742,"Bozeman","MT"
33,"Snake Country Bromance",5,1,1.76602258312269,"SOMERVILLE","MA"
34,"Charlotte Storm",23,7,1.71372445776794,"Charlotte","NC"
35,"BW Ultimate",21,14,1.64388667933481,"Sunnyvale","CA"
36,"Bucket",20,3,1.59756257323541,"Atlanta","GA"
37,"Cosa Nostra",15,13,1.54051212567286,"Austin","TX"
