"","Team","Wins","Losses","Competition Level","Gender Division","City","State","Links","Index","Rating"
"1","Wild Card",7,0,"Club","Mixed","Boston","MA","/teams/events/Eventteam/?TeamId=gu%2fYz2LSyoM9EqZKG9M0h7bL9lSEVUfZxMd6hOgvJTo%3d",219,15.0928131851494
"2","Tanks Obama (Team USA, WCBU Mixed)",7,0,"Beach","Mixed","San Francisco","CA","/teams/events/Eventteam/?TeamId=egrqW2WhF6AVqmThprfxl%2biOOLshkq6hxjY8kbzkv9M%3d",194,14.6457094323346
"3","St. Charles Preparatory School (St. Charles)",9,0,"High School","Mixed","Columbus","OH","/teams/events/Eventteam/?TeamId=63KSODft97d9KLrQIG6o9CJ18mQYBOm7JGVwAhfw0a0%3d",184,10.3297847889641
"4","Slow White",6,1,"Club","Mixed","Boston","MA","/teams/events/Eventteam/?TeamId=LWmzGXMvYrXrW3jtfmhXgt4bj4F2SgOCO33RwPHnFSk%3d",174,10.2200832823492
"5","Lone Peak (Lone Peak (A))",6,0,"Middle School","Mixed","Highland","UT","/teams/events/Eventteam/?TeamId=ViKnDswcg8D75T54UmFSMS%2ffzZDk9bbPWxJ6W%2b98b4M%3d",106,9.16666666666671
"6","Pitman High School  (Taco Truck)",3,0,"High School","Mixed","Turlock","CA","/teams/events/Eventteam/?TeamId=W%2f7%2b7Yn3N5%2f1%2fRsGO9YKbuFfZNalG66EMNRVanbqOdc%3d",150,7
"7","Swamp Rats",6,0,"Masters","Mixed","The Great Dismal Swamp","NC","/teams/events/Eventteam/?TeamId=N6Y7TvDHyAGLSQ2u3BsYTuueYQX1%2b2F4oLnsBZ2Rsmo%3d",193,5.4892982674803
"8","Chippewa Middle School (Chippewa Chargers)",2,0,"Middle School","Mixed","Shoreview","MN","/teams/events/Eventteam/?TeamId=qFFLgCnBrBxUeuJmaglG6mR2SNpH7%2fHICznxqKaYMnM%3d",40,5
"9","Marquette Open (Marquette Open)",2,0,"High School","Mixed","Chesterfield","MO","/teams/events/Eventteam/?TeamId=zix2vGdx5DyYzRisV4iHG64dPP2HZ5ArAaZvNLiDfeM%3d",118,4.99999999999999
"10","The Denver Waldorf School (DWS Spartans)",3,0,"Middle School","Mixed","Denver","CO","/teams/events/Eventteam/?TeamId=JbX5BRvTyR2auTINtD0l3%2bWJe2nzIdG%2bV8J3A6dtA1M%3d",197,4.36658275385325
"11","Rocky Mountain High School-Upper (Rocky Mountain )",4,2,"High School","Mixed","Meridian","ID","/teams/events/Eventteam/?TeamId=r8la09rG9sda6ABkjIvLUuDwHvgDtw6r6%2fRAIq4GQSo%3d",165,3.94783090945952
"12","Over The Hill",6,1,"Beach Masters","Mixed","Washington DC","DC","/teams/events/Eventteam/?TeamId=oDxsWkQtAJJRx9P0Hh4tlPDVxENwBQeq2h0PNbI%2b8eg%3d",143,3.69062117961726
"13","Bishop Watterson High School (Watterson LazerKatz)",8,2,"High School","Mixed","Columbus","OH","/teams/events/Eventteam/?TeamId=3uueJv4jNEjg1UQdSLVlWj8A%2fc1Alhv1mc9fm7Vh8o4%3d",21,3.59058652280278
"14","Marcus 1 (Marcus 1)",5,0,"High School","Mixed","Flower Mound","TX","/teams/events/Eventteam/?TeamId=41wWT%2b3rIkLgnU3Opw2DxvTiOME%2fyXwtsiUP6%2f3SB8A%3d",114,3.54195852629453
"15","Snake Country Bromance",5,1,"Club","Mixed","SOMERVILLE","MA","/teams/events/Eventteam/?TeamId=mOHZTOTZgUOP9%2fAVXpMCl5LFrV%2fO9FKAoo9Eaz%2beVMw%3d",175,3.51461272997223
"16","CESJDS & Field (Private Stock)",2,0,"High School","Mixed","Bethesda","MD","/teams/events/Eventteam/?TeamId=CBss4a7Uejo7qVwN8b66n5a7M%2bOs7JO7tnJ%2fULt3XLs%3d",37,3.43359555761222
"17","Warren Central  (Parakeet Penguins)",5,0,"High School","Mixed","Indianapolis","IN","/teams/events/Eventteam/?TeamId=j5wUxciOnvJjgcI1SnF83PeUxUsG4nTqbfYhyZt9Z1k%3d",211,3.07521319964117
"18","Trickle Down",2,0,"Masters","Mixed","Portland","OR","/teams/events/Eventteam/?TeamId=E9E0Xbjh3dbZKoQ74hdxKTf%2fShMAFheHvwzbsj4QVDs%3d",205,3
