"Rank","Team","Wins","Losses","Rating","City","State"
1,"Surly",6,0,0.386789998830096,"Minneapolis","MN"
2,"Johnny Walker",15,2,0.383915482746397,"Denver/Boulder","CO"
3,"No Country",15,2,0.158277941193059,"Brattleboro","VT"
4,"Shadows",9,2,0.126553043668367,"Oakland","CA"
5,"Endless Sunset",10,8,0.102966292352534,"San Diego","CA"
6,"Reckon",9,3,0.0598614780375544,"GA/TN/etc","GA"
7,"ShutDown",5,2,0.0347119828839213,"Washington","DC"
8,"Kalakala",9,7,0.0300844745426805,"Seattle","WA"
9,"Hootenanny",11,9,0.0282490617271754,"Raleigh","NC"
10,"Old Man Winter",7,4,0.0220374027031446,"chicago","IL"
11,"Bighorn",7,5,0.0177726481662466,"Boulder","CO"
12,"projectile dysfunction team HELM",6,5,0.0149891899519568,"columbus","OH"
13,"Critical Mass",3,8,0.005830237481972,"Northampton","MA"
14,"GrandMaster Flash",8,13,0.00441184287529084,"Orlando","FL"
15,"Sick Hammers",3,7,0.00309645692776675,"Austin","TX"
16,"DinoSlam",1,1,0.00268732421003692,"Portland","OR"
17,"Moscow State",2,3,0.0024658235833927,"New York","NY"
18,"Age Against the Machine",2,3,0.00227175332719044,"Cincinnati","OH"
19,"Borderline",4,4,0.00210697922834426,"Maritimes","Nova Scotia"
20,"Rust",2,4,0.00118790583481106,"Birmingham","AL"
21,"Goatswitcher",0,5,0.00110749099904856,"Montgomery","AL"
22,"Old Growth (OG)",2,10,0.000583689459677666,"Silicon Valley","CA"
23,"Brooklyn",0,4,0.000236270629314819,"Brooklyn, USA","NY"
24,"Grandmasters of the Universe",1,5,4.39093744906886e-06,"Winnipeg","Manitoba"
25,"Big D N R",0,4,0,"Dallas","TX"
25,"Cal Grand Masters",0,5,0,"San Diego","CA"
25,"Legion",0,2,0,"Vancouver","British Columbia"
25,"Rust Belt",0,4,0,"Greater Detroit","MI"
