"Rank","Team","Wins","Losses","Rating","City","State"
1,"Surly",6,0,0.445074353651342,"Minneapolis","MN"
2,"Johnny Walker",15,2,0.441792692407417,"Denver/Boulder","CO"
3,"No Country",15,2,0.182147467307654,"Brattleboro","VT"
4,"Shadows",9,2,0.145631153332553,"Oakland","CA"
5,"Endless Sunset",10,8,0.118477401302774,"San Diego","CA"
6,"Reckon",9,3,0.0689226039181826,"GA/TN/etc","GA"
7,"ShutDown",5,2,0.0399620375681455,"Washington","DC"
8,"Kalakala",9,7,0.0346194562338799,"Seattle","WA"
9,"Hootenanny",11,9,0.032519773948881,"Raleigh","NC"
10,"Old Man Winter",7,4,0.0253580931579173,"chicago","IL"
11,"Bighorn",7,5,0.0204586497846595,"Boulder","CO"
12,"projectile dysfunction team HELM",6,5,0.017247719970505,"columbus","OH"
13,"Critical Mass",3,8,0.00670933308760823,"Northampton","MA"
14,"GrandMaster Flash",8,13,0.00514710415191448,"Orlando","FL"
15,"Sick Hammers",3,7,0.00356929343189013,"Austin","TX"
16,"DinoSlam",1,1,0.00309229870147316,"Portland","OR"
17,"Moscow State",2,3,0.0028375985296066,"New York","NY"
18,"Age Against the Machine",2,3,0.00261399070648787,"Cincinnati","OH"
19,"Borderline",4,4,0.00242449745663969,"Maritimes","Nova Scotia"
20,"Rust",2,4,0.00137095518357271,"Birmingham","AL"
21,"Goatswitcher",0,5,0.00127788600574107,"Montgomery","AL"
22,"Old Growth (OG)",2,10,0.000673884003731991,"Silicon Valley","CA"
23,"Brooklyn",0,4,0.000271891154519087,"Brooklyn, USA","NY"
24,"Grandmasters of the Universe",1,5,3.41908314619405e-06,"Winnipeg","Manitoba"
25,"Big D N R",0,4,0,"Dallas","TX"
25,"Cal Grand Masters",0,5,0,"San Diego","CA"
25,"Legion",0,2,0,"Vancouver","British Columbia"
25,"Rust Belt",0,4,0,"Greater Detroit","MI"
