"Rank","Team","Wins","Losses","Rating","City","State"
1,"Revolver",21,3,32.5001113767451,"San Francisco","CA"
2,"Sockeye",21,6,27.7986280369861,"Seattle","WA"
3,"Ring of Fire",23,3,17.3482709291901,"Raleigh","NC"
4,"Ironside",22,8,15.6538821375827,"Boston","MA"
5,"Truck Stop",20,5,13.6672304049075,"Washington","DC"
6,"HIGH FIVE",19,7,12.139110359906,"Ohio","MI"
7,"Dig",24,5,11.6575207472673,"Boston","MA"
8,"Chicago Machine",14,10,10.4733857444346,"Chicago","IL"
9,"Florida United",19,2,8.97228731733891,"Florida","FL"
10,"Johnny Bravo",16,8,8.96357562408152,"Denver","CO"
11,"GOAT",19,7,8.28636729816411,"Toronto","Ontario"
12,"PoNY",16,10,8.16999171962909,"New York","NY"
13,"Sub Zero",16,11,6.76678962979785,"Minneapolis","MN"
14,"Patrol",16,10,6.73599720898135,"Philadelphia","PA"
15,"SoCal Condors",17,7,6.15948074682948,"Calico","CA"
16,"Doublewide",13,6,5.42352987643825,"Austin","TX"
17,"Guerrilla",18,15,5.28402529100909,"Oakland","CA"
18,"Medicine Men",27,13,5.27247000081727,"Baltimore","MD"
19,"Rhino",17,11,5.06347107956033,"Portland","OR"
20,"Chain Lightning",19,12,4.92577893466538,"Atlanta","GA"
21,"Pittsburgh Temper",16,10,4.02290906904515,"Pittsburgh","PA"
22,"Inception",20,9,3.78302659729733,"Denver","CO"
23,"Freaks",28,6,3.42898719736307,"Huntsville","AL"
24,"Furious George",12,13,3.21605112678274,"Vancouver","BC"
25,"Madison Club",13,13,3.07926948711545,"Madison","WI"
26,"Dark Star",22,5,3.05128344811311,"Eugene","OR"
27,"Voodoo",20,5,2.92339105493558,"Seattle","WA"
28,"Richmond Floodwall",24,9,2.47087140284147,"Richmond","VA"
29,"PowderHogs",13,10,2.43319659607755,"Salt Lake City","UT"
30,"Mad Men",28,8,2.35895816588364,"Madison","WI"
31,"CLE Smokestack",21,12,2.14839594506273,"Cleveland","OH"
32,"Cash Crop",17,7,2.04965494031406,"Triangle","NC"
33,"Garden State Ultimate",28,10,1.97151333484194,"Princeton","NJ"
34,"Brickyard",28,6,1.92017264322724,"Indianapolis","IN"
35,"Sprawl",21,5,1.77504814523789,"Phoenix","AZ"
36,"Ghost Train",14,17,1.67707571918309,"Seattle","WA"
37,"Turbine",20,13,1.5055073803826,"Durham","NC"
38,"Prairie Fire",11,16,1.48725530135273,"Kansas City","KS"
39,"Illusion",27,8,1.30043272061317,"Iowa City","IA"
40,"Ironmen",22,13,1.2366193753728,"Birmingham","AL"
41,"Black Market",29,11,1.17119412768514,"Lombard","IL"
42,"Lost Boys",19,12,1.14351080268401,"South Carolina","SC"
43,"CUS Bologna",1,6,0.969553052465878,"Bologna","Emilia Romagna"
44,"Streetgang",17,10,0.96818536737891,"San Diego","CA"
45,"Mockingbird",12,3,0.922122398913552,"Montréal","QC"
46,"Dreadnought",13,9,0.916641164367832,"Fayetteville","AR"
47,"Singlewide",18,3,0.910112228207015,"Austin","TX"
48,"Colt",24,7,0.908565297892593,"Southington","CT"
49,"Republic",12,14,0.88172954936871,"Los Angeles","CA"
50,"Clapham Ultimate",2,5,0.872753367529914,"London","UK"
51,"Sawtooth",15,11,0.811004716121886,"Boise","ID"
52,"Pesterbug",19,13,0.763082792392652,"Pawtucket","RI"
53,"CITYWIDE Special",17,11,0.735241171950711,"Philadelphia","PA"
54,"MKE",26,10,0.724140115607693,"Milwaukee","WI"
55,"Big Wrench",14,20,0.716631940788576,"Somerville","MA"
56,"John Doe",13,12,0.715242037454814,"Washington","DC"
57,"General Strike",13,8,0.699373946002021,"Winnipeg","Manitoba"
58,"Beachfront Property",21,21,0.675356454499779,"Chicago","IL"
59,"Sundowners",15,10,0.670253761422842,"Santa Barbara","CA"
60,"Rip City Ultimate",13,19,0.646990392888252,"Portland","OR"
61,"Blueprint",24,14,0.646142061296127,"NYC","NY"
