"","Team","Wins","Losses","Competition Level","Gender Division","City","State","Links","Index","Rating"
"1","Seattle Mixtape",24,3,"Club","Mixed","Seattle","WA","/teams/events/Eventteam/?TeamId=43OgrN9qDc5AXUeL6maHTHcZbsAvIoiOlhRVQ6%2ff2I8%3d",393,25.1094660143145
"2","Slow White",32,6,"Club","Mixed","Boston","MA","/teams/events/Eventteam/?TeamId=LWmzGXMvYrXrW3jtfmhXgt4bj4F2SgOCO33RwPHnFSk%3d",407,24.2930795837548
"3","Wild Card",40,5,"Club","Mixed","Boston","MA","/teams/events/Eventteam/?TeamId=gu%2fYz2LSyoM9EqZKG9M0h7bL9lSEVUfZxMd6hOgvJTo%3d",503,22.7442414316571
"4","AMP",21,3,"Club","Mixed","Philadelphia","PA","/teams/events/Eventteam/?TeamId=lNTIRTSzmYCex2yuSSF5XmYl4M150JNNkYnzuuTaIX4%3d",21,18.8768648104571
"5","BFG",27,8,"Club","Mixed","Seattle","WA","/teams/events/Eventteam/?TeamId=e4ui7ao%2bktPQVwBGYXVGP8gQKCyrfLqBgKfIgGmycCk%3d",41,16.5438864364644
"6","Lone Peak (Lone Peak (A))",6,0,"Middle School","Mixed","Highland","UT","/teams/events/Eventteam/?TeamId=ViKnDswcg8D75T54UmFSMS%2ffzZDk9bbPWxJ6W%2b98b4M%3d",244,15.5833333333342
"7","Tanks Obama (Team USA, WCBU Mixed)",7,0,"Beach","Mixed","San Francisco","CA","/teams/events/Eventteam/?TeamId=egrqW2WhF6AVqmThprfxl%2biOOLshkq6hxjY8kbzkv9M%3d",444,14.6457094323346
"8","Drag'n Thrust",23,9,"Club","Mixed","Minneapolis","MN","/teams/events/Eventteam/?TeamId=hN4HeqrkCpK2lIoW9etyrkYqcKRHePN3o7Zz9x0iVR8%3d",129,12.0917500297465
"9","Happy Cows",6,0,"Youth Club U-20","Mixed","San Francisco Bay Area","CA","/teams/events/Eventteam/?TeamId=C4aFQs3JcLUvjck6PjacFQluDk2QPqFY%2bU2ccfyuwJw%3d",188,10.4885806093797
"10","St. Charles Preparatory School (St. Charles)",8,0,"High School","Mixed","Columbus","OH","/teams/events/Eventteam/?TeamId=63KSODft97d9KLrQIG6o9CJ18mQYBOm7JGVwAhfw0a0%3d",422,9.25031343138316
"11","Blackbird",25,11,"Club","Mixed","San Francisco","CA","/teams/events/Eventteam/?TeamId=vbKzuNLGjAFiyc88d6wXrJn4r%2bD3KuKF4L7x9eqhA3U%3d",50,8.56365403969821
"12","shame.",23,9,"Club","Mixed","Fort Collins","CO","/teams/events/Eventteam/?TeamId=miTnWsfPV6m7kAu%2bYgrmhn0MxB%2fGNsXvdfv62Dd1amM%3d",398,7.67457773714861
"13","Toro",31,7,"Club","Mixed","Durham","NC","/teams/events/Eventteam/?TeamId=yy2RaA0dhQ%2bmTTYcjS7%2fyd0VEhN3gnVg2FlTG%2bZZ1zI%3d",474,7.06119851849886
"14","Steamboat",23,14,"Club","Mixed","Cincinnati","OH","/teams/events/Eventteam/?TeamId=OHWapKJklngu%2f7PfJoNB%2fboOPpvlrtmF4l2gqrq6mCo%3d",426,7.05770315822275
"15","Pitman High School  (Taco Truck)",3,0,"High School","Mixed","Turlock","CA","/teams/events/Eventteam/?TeamId=W%2f7%2b7Yn3N5%2f1%2fRsGO9YKbuFfZNalG66EMNRVanbqOdc%3d",351,7
"16","Mischief",19,13,"Club","Mixed","San Francisco Bay Area","CA","/teams/events/Eventteam/?TeamId=T4HjYDwJhLXrXlk%2fXDmUGg6j7oBV9MEQioomYvcSy7E%3d",288,6.99010644492895
"17","Public Enemy",17,11,"Club","Mixed","Dallas/Fort Worth","TX","/teams/events/Eventteam/?TeamId=OVDk0WUIJymlR7MenwOUYAxHN9utvhj4tTlakbwUE%2fM%3d",366,6.61375999951825
"18","Metro North",19,14,"Club","Mixed","Mianus","CT","/teams/events/Eventteam/?TeamId=kwhsRLdzfrOrnX4ESDiYBmQri2SJSRFrW0YGgG5O3eM%3d",279,6.06795012713456
"19","NOISE",17,15,"Club","Mixed","Madison","WI","/teams/events/Eventteam/?TeamId=n2J%2fTkrY4OpXCwANfzXMX%2b1HAOxUBN0a2YuA4gmbVDM%3d",321,5.92874224817932
"20","Swamp Rats",6,0,"Beach Masters","Mixed","The Great Dismal Swamp","NC","/teams/events/Eventteam/?TeamId=N6Y7TvDHyAGLSQ2u3BsYTuueYQX1%2b2F4oLnsBZ2Rsmo%3d",436,5.4892982674803
"21","Chippewa Middle School (Chippewa Chargers)",2,0,"Middle School","Mixed","Shoreview","MN","/teams/events/Eventteam/?TeamId=qFFLgCnBrBxUeuJmaglG6mR2SNpH7%2fHICznxqKaYMnM%3d",90,5
"22","Marquette Open (Marquette Open)",2,0,"High School","Mixed","Chesterfield","MO","/teams/events/Eventteam/?TeamId=zix2vGdx5DyYzRisV4iHG64dPP2HZ5ArAaZvNLiDfeM%3d",269,4.99999999999999
"23","Love Tractor",17,14,"Club","Mixed","Denver","CO","/teams/events/Eventteam/?TeamId=kOSB90ShnuST%2bGp2yOpR3nnqXXra1MlxZBnfCeIZFyQ%3d",254,4.86188069036722
"24","XIST",25,7,"Club","Mixed","New York","NY","/teams/events/Eventteam/?TeamId=Qr%2fu0XuKval3x3ZHpFdCLwaFDWEx2Xc8zgQT1bQuxjI%3d",508,4.82047808996815
"25","UPAARP",6,2,"Masters","Mixed","Chicago","IL","/teams/events/Eventteam/?TeamId=yeIQNo10ee%2bBVsYSl0M9nzl0Y6wAxq4T1AgdGm7aaR0%3d",487,4.55367270235115
"26","512",8,1,"Masters","Mixed","Austin","TX","/teams/events/Eventteam/?TeamId=2R3Rj3BxgAGDzAy7UAiBNFJidlBEJkD%2bgVx7IWoQ6KI%3d",5,4.39832979557451
"27","The Denver Waldorf School (DWS Spartans)",3,0,"Middle School","Mixed","Denver","CO","/teams/events/Eventteam/?TeamId=JbX5BRvTyR2auTINtD0l3%2bWJe2nzIdG%2bV8J3A6dtA1M%3d",455,4.36658275385325
"28","The Chad Larson Experience",17,14,"Club","Mixed","Ames","IA","/teams/events/Eventteam/?TeamId=vjowVJsXd3iL5SYTnQD5BJdffZYglZ%2b5WFuH3EKq0NQ%3d",454,4.33375873888882
"29","Rocky Mountain High School-Upper (Rocky Mountain )",4,2,"High School","Mixed","Meridian","ID","/teams/events/Eventteam/?TeamId=r8la09rG9sda6ABkjIvLUuDwHvgDtw6r6%2fRAIq4GQSo%3d",379,3.94783090945956
"30","Over The Hill",6,1,"Beach Masters","Mixed","Washington DC","DC","/teams/events/Eventteam/?TeamId=oDxsWkQtAJJRx9P0Hh4tlPDVxENwBQeq2h0PNbI%2b8eg%3d",338,3.69062117961726
"31","Bishop Watterson High School (Watterson LazerKatz)",8,2,"High School","Mixed","Columbus","OH","/teams/events/Eventteam/?TeamId=3uueJv4jNEjg1UQdSLVlWj8A%2fc1Alhv1mc9fm7Vh8o4%3d",48,3.62429958223491
"32","Marcus 1 (Marcus 1)",5,0,"High School","Mixed","Flower Mound","TX","/teams/events/Eventteam/?TeamId=41wWT%2b3rIkLgnU3Opw2DxvTiOME%2fyXwtsiUP6%2f3SB8A%3d",265,3.54195852629453
"33","CESJDS & Field (Private Stock)",2,0,"High School","Mixed","Bethesda","MD","/teams/events/Eventteam/?TeamId=CBss4a7Uejo7qVwN8b66n5a7M%2bOs7JO7tnJ%2fULt3XLs%3d",83,3.43359555761222
