"","Team","Wins","Losses","Competition Level","Gender Division","City","State","Links","Index","Rating"
"1","Seattle Mixtape",20,3,"Club","Mixed","Seattle","WA","/teams/events/Eventteam/?TeamId=43OgrN9qDc5AXUeL6maHTHcZbsAvIoiOlhRVQ6%2ff2I8%3d",381,24.1453674566091
"2","Slow White",28,6,"Club","Mixed","Boston","MA","/teams/events/Eventteam/?TeamId=LWmzGXMvYrXrW3jtfmhXgt4bj4F2SgOCO33RwPHnFSk%3d",393,20.561331803125
"3","Wild Card",36,3,"Club","Mixed","Boston","MA","/teams/events/Eventteam/?TeamId=gu%2fYz2LSyoM9EqZKG9M0h7bL9lSEVUfZxMd6hOgvJTo%3d",484,19.6965736200823
"4","AMP",17,3,"Club","Mixed","Philadelphia","PA","/teams/events/Eventteam/?TeamId=lNTIRTSzmYCex2yuSSF5XmYl4M150JNNkYnzuuTaIX4%3d",20,16.9915272361594
"5","BFG",23,7,"Club","Mixed","Seattle","WA","/teams/events/Eventteam/?TeamId=e4ui7ao%2bktPQVwBGYXVGP8gQKCyrfLqBgKfIgGmycCk%3d",40,15.581586053286
"6","Tanks Obama (Team USA, WCBU Mixed)",7,0,"Beach","Mixed","San Francisco","CA","/teams/events/Eventteam/?TeamId=egrqW2WhF6AVqmThprfxl%2biOOLshkq6hxjY8kbzkv9M%3d",430,14.6457094323346
"7","Drag'n Thrust",19,7,"Club","Mixed","Minneapolis","MN","/teams/events/Eventteam/?TeamId=hN4HeqrkCpK2lIoW9etyrkYqcKRHePN3o7Zz9x0iVR8%3d",123,12.2676749153415
"8","Happy Cows",6,0,"Youth Club U-20","Mixed","San Francisco Bay Area","CA","/teams/events/Eventteam/?TeamId=C4aFQs3JcLUvjck6PjacFQluDk2QPqFY%2bU2ccfyuwJw%3d",181,11.0193139858658
"9","St. Charles Preparatory School (St. Charles)",8,0,"High School","Mixed","Columbus","OH","/teams/events/Eventteam/?TeamId=63KSODft97d9KLrQIG6o9CJ18mQYBOm7JGVwAhfw0a0%3d",408,9.25031343138316
"10","Lone Peak (Lone Peak (A))",6,0,"Middle School","Mixed","Highland","UT","/teams/events/Eventteam/?TeamId=ViKnDswcg8D75T54UmFSMS%2ffzZDk9bbPWxJ6W%2b98b4M%3d",232,9.16666666666671
"11","Blackbird",21,9,"Club","Mixed","San Francisco","CA","/teams/events/Eventteam/?TeamId=vbKzuNLGjAFiyc88d6wXrJn4r%2bD3KuKF4L7x9eqhA3U%3d",49,8.43200591258758
"12","Steamboat",21,10,"Club","Mixed","Cincinnati","OH","/teams/events/Eventteam/?TeamId=OHWapKJklngu%2f7PfJoNB%2fboOPpvlrtmF4l2gqrq6mCo%3d",412,8.15350173519565
"13","Toro",29,3,"Club","Mixed","Durham","NC","/teams/events/Eventteam/?TeamId=yy2RaA0dhQ%2bmTTYcjS7%2fyd0VEhN3gnVg2FlTG%2bZZ1zI%3d",458,7.83823011088126
"14","Mischief",17,9,"Club","Mixed","San Francisco Bay Area","CA","/teams/events/Eventteam/?TeamId=T4HjYDwJhLXrXlk%2fXDmUGg6j7oBV9MEQioomYvcSy7E%3d",276,7.32139201130301
"15","Pitman High School  (Taco Truck)",3,0,"High School","Mixed","Turlock","CA","/teams/events/Eventteam/?TeamId=W%2f7%2b7Yn3N5%2f1%2fRsGO9YKbuFfZNalG66EMNRVanbqOdc%3d",339,7
"16","shame.",21,6,"Club","Mixed","Fort Collins","CO","/teams/events/Eventteam/?TeamId=miTnWsfPV6m7kAu%2bYgrmhn0MxB%2fGNsXvdfv62Dd1amM%3d",386,6.67686923180642
"17","NOISE",16,10,"Club","Mixed","Madison","WI","/teams/events/Eventteam/?TeamId=n2J%2fTkrY4OpXCwANfzXMX%2b1HAOxUBN0a2YuA4gmbVDM%3d",309,6.55485137888145
"18","Swamp Rats",6,0,"Beach Masters","Mixed","The Great Dismal Swamp","NC","/teams/events/Eventteam/?TeamId=N6Y7TvDHyAGLSQ2u3BsYTuueYQX1%2b2F4oLnsBZ2Rsmo%3d",422,5.4892982674803
"19","Metro North",17,10,"Club","Mixed","Mianus","CT","/teams/events/Eventteam/?TeamId=kwhsRLdzfrOrnX4ESDiYBmQri2SJSRFrW0YGgG5O3eM%3d",266,5.13890863572547
"20","XIST",25,7,"Club","Mixed","New York","NY","/teams/events/Eventteam/?TeamId=Qr%2fu0XuKval3x3ZHpFdCLwaFDWEx2Xc8zgQT1bQuxjI%3d",489,5.03865985138245
"21","Chippewa Middle School (Chippewa Chargers)",2,0,"Middle School","Mixed","Shoreview","MN","/teams/events/Eventteam/?TeamId=qFFLgCnBrBxUeuJmaglG6mR2SNpH7%2fHICznxqKaYMnM%3d",87,5
"22","Marquette Open (Marquette Open)",2,0,"High School","Mixed","Chesterfield","MO","/teams/events/Eventteam/?TeamId=zix2vGdx5DyYzRisV4iHG64dPP2HZ5ArAaZvNLiDfeM%3d",256,4.99999999999999
