"Rank","Team","Wins","Losses","Rating","City","State"
1,"Brute Squad",22,3,19.3553600095932,"Boston","MA"
2,"Molly Brown",23,4,19.1879871523393,"Denver/Boulder","CO"
3,"Seattle Riot",27,4,18.8989598224856,"Seattle","WA"
4,"Fury",18,6,11.9320084435221,"San Francisco","CA"
5,"Scandal",25,8,6.09291441928708,"Washington","DC"
6,"Club Deportivo Revolution",5,2,5.40382047505471,"Medellin","Colombia"
7,"Traffic",9,9,2.7086358848624,"Vancouver","BC"
8,"Heist",17,13,2.18449408537849,"Madison","WI"
9,"Underground",24,13,2.14563873748482,"Seattle","WA"
10,"MUD",2,5,2.07670449376686,"Edogawa-ku","Tokyo"
11,"Nightlock",16,17,1.83909234099889,"Bay Area","CA"
12,"Showdown",13,13,1.70508185439897,"Texas City","TX"
13,"Ozone",17,8,1.59881864356252,"Atlanta","GA"
14,"Schwa",13,12,1.35764939897231,"Portland","OR"
15,"Pop",24,8,1.16467715963774,"Minneapolis","MN"
16,"Rival",16,7,0.854553605823402,"Columbus/Ann Arbor","OH"
17,"Nemesis",24,7,0.831785258466058,"Chicago","IL"
18,"6ixers",19,4,0.671232268086851,"Toronto","Ontario"
19,"LOL",13,6,0.580028933877816,"Oakland","CA"
20,"Siege",23,9,0.556680139117364,"Boston","MA"
21,"BENT",14,15,0.394812856834733,"New York","NY"
22,"Phoenix",20,6,0.363199051070947,"Durham","NC"
23,"Wildfire",11,14,0.360024806700022,"San Diego","CA"
24,"Iceni",0,7,0.28994943568632,"London","SW4 8QW"
25,"Sneaky House Hippos",8,10,0.280247534283765,"Vancouver","British Columbia"
26,"Huck the Patriarchy",5,2,0.144679232870882,"Seattle","WA"
27,"Hot Metal",20,12,0.113887965755543,"Pittsburgh","PA"
28,"uno",2,5,0.0966498118954401,"Toyota","Aichi"
29,"Iris",10,3,0.0881978348953385,"Québec","Quebec"
30,"Elevate",18,8,0.0734402415331075,"Salt Lake City","UT"
31,"Grit",18,12,0.0720228800810821,"Washington","DC"
32,"Wicked",16,8,0.0647704738599147,"Kansas City","KS"
33,"Viva",9,14,0.0624890837123145,"Los Angeles","CA"
34,"Fusion",12,9,0.0618228915480869,"Winnipeg","Manitoba"
35,"FAB",18,8,0.0582769911165397,"Bay Area","CA"
36,"Green",20,4,0.0342627463580573,"Philadelphia","PA"
37,"Venus",3,4,0.0279477339677762,"Montreal","Quebec"
38,"Notorious C.L.E.",13,14,0.0278135740837891,"Cleveland","OH"
39,"Stella",4,3,0.0192039260976913,"Ottawa","Ontario"
40,"Deadly Viper Assassination Squad",8,17,0.0186223117452006,"Oakland","CA"
41,"Portland Ivy",13,11,0.0181599777685568,"Portland","OR"
42,"Virginia Rebellion",13,15,0.0175272117685508,"Richmond","VA"
43,"Vice",15,15,0.0154571246071036,"Cambridge","MA"
44,"Salty",3,4,0.0127885408386528,"Halifax","Nova scotia"
45,"PPF",4,3,0.00939538840871183,"Kitchener-Waterloo","Ontario"
46,"Outbreak",17,9,0.00877286381644318,"Atlanta","GA"
47,"Phoenix Uprising",9,13,0.00857612609313542,"Phoenix","AZ"
48,"Dish",21,10,0.0084714764214918,"Chicago","IL"
49,"Pine Baroness",15,18,0.00772444670360052,"Princeton","NJ"
50,"Steel",21,14,0.00704646764893222,"Birmingham","AL"
