"Rank","Team","Wins","Losses","Rating","City","State"
1,"Seattle Mixtape",20,3,24.1453674566091,"Seattle","WA"
2,"Slow White",28,6,20.561331803125,"Boston","MA"
3,"Wild Card",36,3,19.6965736200823,"Boston","MA"
4,"AMP",17,3,16.9915272361594,"Philadelphia","PA"
5,"BFG",23,7,15.581586053286,"Seattle","WA"
6,"Drag'n Thrust",19,7,12.2676749153415,"Minneapolis","MN"
7,"Blackbird",21,9,8.43200591258758,"San Francisco","CA"
8,"Steamboat",21,10,8.15350173519565,"Cincinnati","OH"
9,"Toro",29,3,7.83823011088126,"Durham","NC"
10,"Mischief",17,9,7.32139201130301,"San Francisco Bay Area","CA"
11,"shame.",21,6,6.67686923180642,"Fort Collins","CO"
12,"NOISE",16,10,6.55485137888145,"Madison","WI"
13,"Metro North",17,10,5.13890863572547,"Mianus","CT"
14,"XIST",25,7,5.03865985138245,"New York","NY"
15,"The Chad Larson Experience",17,14,4.68977778285841,"Ames","IA"
16,"Public Enemy",14,8,3.99947320553163,"Dallas/Fort Worth","TX"
17,"Love Tractor",17,8,3.87874755705558,"Denver","CO"
18,"Polar Bears",19,8,3.74383199136582,"Berkeley","CA"
19,"Ambiguous Grey",16,8,3.53430658071682,"Washington","DC"
20,"Alloy",11,8,3.44889734566079,"Pittsburgh","PA"
21,"7 Figures",22,5,3.14548841011123,"Los Angeles","CA"
22,"UPA",18,7,3.00704130468396,"Chicago","IL"
23,"Birdfruit",22,6,2.94687427105374,"Seattle","WA"
24,"BoyShe",25,11,2.93570330079158,"Boise","ID"
25,"G-Unit",15,10,2.68659437198351,"Gainesville","FL"
26,"UNION",13,11,2.48663502496142,"Toronto","Ontario"
27,"Distelfink",23,6,2.31680433280921,"Lancaster","PA"
28,"Columbus Cocktails",29,6,2.13123085463774,"Columbus","OH"
29,"Bang!",17,10,2.1010878430326,"West Chester","PA"
30,"Dub Club",19,11,2.06527166513113,"West Chester","PA"
31,"Charlotte Storm",23,7,1.95968741035202,"Charlotte","NC"
32,"Bozos",17,10,1.94100009279736,"Bozeman","MT"
33,"BW Ultimate",21,14,1.82776344918674,"Sunnyvale","CA"
34,"No Touching!",10,10,1.77724503757355,"Twin Cities","MN"
35,"Bucket",20,3,1.76680413211542,"Atlanta","GA"
36,"Snake Country Bromance",5,1,1.72059383107037,"SOMERVILLE","MA"
37,"Cosa Nostra",15,13,1.64826249743604,"Austin","TX"
38,"Minnesota Star Power",27,7,1.60478935248041,"Minneapolis/ St. Paul","MN"
39,"Classy",18,10,1.29883910923009,"San Francisco","CA"
40,"Swing State",25,14,1.29806297439197,"Orlando","FL"
41,"Sparkle Ponies",15,12,1.26559704641901,"Rockville","MD"
42,"The Feminists",19,15,1.26363095135895,"New York","NY"
43,"Battleship",13,8,1.2102986693615,"St-Jean-sur-Richelieu","Quebec"
44,"Freakshow",2,0,1.16666666666667,"Newark","DE"
45,"SHINSHU LOOSE-Upper",2,5,1.09894621889568,"Matsumoto","Nagano"
46,"Happy Hour",15,2,1.09566470561961,"McMinnville","OR"
47,"Happy Valley",13,11,1.07430629511899,"Amherst","MA"
48,"Jughandle",19,10,1.04251323211969,"Princeton","NJ"
49,"Garbage Plates",20,10,1.03997756286098,"Rochester","NY"
50,"Bird",21,14,1.00892940868029,"Minneapolis","MN"
51,"Donuts",17,11,1.00859609770723,"Bay Area","CA"
52,"American Barbecue",14,7,0.961831499917192,"San Francisco","CA"
