"","Team","Wins","Losses","Competition Level","Gender Division","City","State","Links","Index","Rating"
"1","Brute Squad",11,2,"Club","Women","Boston","MA","/teams/events/Eventteam/?TeamId=Sxpi5zVqJGEk4DHzBJdmM1Q2SDo%2b%2fGlGymP%2bwSmieMg%3d",14,16.4454140725663
"2","Molly Brown",11,2,"Club","Women","Denver/Boulder","CO","/teams/events/Eventteam/?TeamId=Bf3z2v0awy9RJ4JFuuZCeAoTTO27o2Di8KoNazLDeVY%3d",65,16.2937567950446
"3","Woosand",6,0,"Beach","Women","Boston","MA","/teams/events/Eventteam/?TeamId=pw82nmSpvqvN7Pz07k3MNkfcIRokqHfJ9U4zb7soo%2bc%3d",146,13.6539352411669
"4","Seattle Riot",17,3,"Club","Women","Seattle","WA","/teams/events/Eventteam/?TeamId=W15t1DXc%2btTL6TaVyjrijmSgRpmOV46Kuhld3LmQefU%3d",107,12.9494730663141
"5","The Otter Team",7,0,"Beach","Women","San Fransicso","CA","/teams/events/Eventteam/?TeamId=5m%2fZ8%2bH2xEKOpGlxMtssh0JF%2feKz87CYFKi5wiRJQt8%3d",130,9.10542780446795
"6","Club Deportivo Revolution",5,2,"Club","Women","Medellin","Colombia","/teams/events/Eventteam/?TeamId=t08fEffRI4ac%2bOChcXuXtowfvIL3nhgH%2f%2fDMLsI6fNw%3d",16,8.8159576683796
"7","Surly C.O.U.G.A.R.S.",11,0,"Masters","Women","Minneapolis","MN","/teams/events/Eventteam/?TeamId=dAipsMCNq4T%2fQvj1zP4hFYLQLVW51VXrVBstLQGpSG4%3d",123,8.46375335718137
"8","Fury",9,4,"Club","Women","San Francisco","CA","/teams/events/Eventteam/?TeamId=t8LIQi81cNpXfjcuLGw%2bI1rQCEv9mukQpvCtyYmPdv0%3d",35,7.89995361228839
"9","Ronrunner",4,1,"Beach","Women","Chicago","IL","/teams/events/Eventteam/?TeamId=6tLwkRgwaV%2fCuqA5tBDXxuX6XyGUfIgZSHvaI2bxgDo%3d",96,4.26429115293185
"10","Scandal",16,5,"Club","Women","Washington","DC","/teams/events/Eventteam/?TeamId=kUfEboVoZOC0HIKfwGFApaHPHcO3hGkG3n4iHHF6eTs%3d",101,4.12219892978215
"11","Traffic",3,4,"Club","Women","Vancouver","BC","/teams/events/Eventteam/?TeamId=ZB55pipWbFG1jlGT2fGobxhJYdZ3NctS7GIg1HKW69A%3d",132,3.76003748758569
"12","MUD",2,5,"Club","Women","Edogawa-ku","Tokyo","/teams/events/Eventteam/?TeamId=2OBqFFhWdrsvLe1LicoF0KC84wI7edoJYWbYuWdUxMM%3d",68,3.46714470816787
"13","iRot",7,2,"Masters","Women","Seattle","WA","/teams/events/Eventteam/?TeamId=sp6R6C6rs%2byNsnJFhQHnLaT198MJimcoQlSG8RdCt%2fQ%3d",55,3.17265017741989
"14","Ripe",7,1,"Masters","Women","Raleigh","NC","/teams/events/Eventteam/?TeamId=zEZsqTjJSxOh%2fu1GsXf8sPrluOP6HcmKZzZu6HAOhd4%3d",91,2.88705424936561
"15","Boston",6,1,"Grand Masters","Women","Boston","MA","/teams/events/Eventteam/?TeamId=2izkeS%2bCBh2fPEv%2f2YkL2j6A%2fRJxM8e7YshQR6KMzkw%3d",11,2.87116884148711
"16","Lame Duck",8,3,"Masters","Women","Washington","DC","/teams/events/Eventteam/?TeamId=vTMCOoglIN6n5qXb2lul9LwE9TtYxViejx9fPLS5ju0%3d",59,2.26433819035523
"17","J2",6,2,"Grand Masters","Women","Seattle","WA","/teams/events/Eventteam/?TeamId=BkcpPD4MwxvSLX1cBJGeS9zrbueRbFYtlcmJs0C1wf0%3d",56,2.25178047256249
"18","Showdown",4,9,"Club","Women","Texas City","TX","/teams/events/Eventteam/?TeamId=o1qZD8HxaYTLlvli8gnlAu0M3rQfojXYZ%2fEd4STKtZk%3d",110,2.00408211690995
"19","Molly Grey",5,1,"Masters","Women","Denver","CO","/teams/events/Eventteam/?TeamId=lm4QjT2daz038v4EwKWEiSzKht7qCrh0KT6k%2fWcMxXo%3d",66,1.83347336902609
"20","Heist",6,7,"Club","Women","Madison","WI","/teams/events/Eventteam/?TeamId=kjieS94dxFWzE%2fszZye8eiZZ3kv7dt5l3IQ59gKvYnM%3d",40,1.30359545922701
"21","Skeeahreet",6,2,"Beach","Women","Somerville","MA","/teams/events/Eventteam/?TeamId=rB40q4mvJsZhmvhjoTnQkwOhP6TagDskrKKgSqfDqdQ%3d",113,1.27353150255016
"22","Ozone",9,3,"Club","Women","Atlanta","GA","/teams/events/Eventteam/?TeamId=Hjw%2fBOsdgs30bMpje5%2ba9vvOD6w03SaVfuS8ejhIXnY%3d",76,1.20762919104789
"23","LAMP",5,2,"Beach","Women","Philadelphia","PA","/teams/events/Eventteam/?TeamId=OJubDtjKNNF8Ac%2bzyPwzDT%2b9Jd6L8b8x4UAE5Pdhna0%3d",60,1.19371074525205
"24","Nightlock",8,7,"Club","Women","Bay Area","CA","/teams/events/Eventteam/?TeamId=5vS07KrGoIIi1IjM6HFvkCIDl3mJBgTfsHNLPGIuekU%3d",72,1.13019052504291
"25","Underground",9,5,"Club","Women","Seattle","WA","/teams/events/Eventteam/?TeamId=0%2bfEnfDFFsOMjx6uE%2fETJr7Qa2wNA81LCqLMHRGmwFo%3d",134,1.03803956865593
"26","San Diego Yacht Club",2,3,"Beach","Women","San Diego","CA","/teams/events/Eventteam/?TeamId=0c3df9j99k5mlfS%2fJTma6oFeH7RMf%2fXoAXHrrql2w1g%3d",99,1.00109574867836
