"Rank","Team","Wins","Losses","Rating","City","State"
1,"Surly",6,0,0.323756311710114,"Minneapolis","MN"
2,"Johnny Walker",15,2,0.321304458510754,"Denver/Boulder","CO"
3,"No Country",15,2,0.132450467608307,"Brattleboro","VT"
4,"Shadows",9,2,0.105914791275017,"Oakland","CA"
5,"Endless Sunset",10,8,0.0861943666616129,"San Diego","CA"
6,"Reckon",9,3,0.0500343131902664,"GA/TN/etc","GA"
7,"ShutDown",5,2,0.0290209477704316,"Washington","DC"
8,"Kalakala",9,7,0.0251788438851886,"Seattle","WA"
9,"Hootenanny",11,9,0.0236208795645696,"Raleigh","NC"
10,"Old Man Winter",7,4,0.0184461667383385,"chicago","IL"
11,"Bighorn",7,5,0.0148624179181884,"Boulder","CO"
12,"projectile dysfunction team HELM",6,5,0.012546723095832,"columbus","OH"
13,"Critical Mass",3,8,0.00487913328378564,"Northampton","MA"
14,"GrandMaster Flash",8,13,0.00356876328757329,"Orlando","FL"
15,"Sick Hammers",3,7,0.00258084997282783,"Austin","TX"
16,"DinoSlam",1,1,0.00224933020211118,"Portland","OR"
17,"Moscow State",2,3,0.00206361426511198,"New York","NY"
18,"Age Against the Machine",2,3,0.00190168737977613,"Cincinnati","OH"
19,"Borderline",4,4,0.00176357222732968,"Maritimes","Nova Scotia"
20,"Rust",2,4,0.000987189908709739,"Birmingham","AL"
21,"Goatswitcher",0,5,0.000920825456551607,"Montgomery","AL"
22,"Old Growth (OG)",2,10,0.000484622668160852,"Silicon Valley","CA"
23,"Brooklyn",0,4,0.000197735657713807,"Brooklyn, USA","NY"
24,"Grandmasters of the Universe",1,5,1.48972656525277e-05,"Winnipeg","Manitoba"
25,"Big D N R",0,4,0,"Dallas","TX"
25,"Cal Grand Masters",0,5,0,"San Diego","CA"
25,"Legion",0,2,0,"Vancouver","British Columbia"
25,"Rust Belt",0,4,0,"Greater Detroit","MI"
